first_name,last_name,full_name,number
Cecilia,Tosto,Cecilia Tosto,3946409673
Stella,Crisafulli,Stella Crisafulli,3823790407
Gaetano,Scarfoglio,Gaetano Scarfoglio,3707892765
Dott.,Flora,Dott. Flora Biagiotti,3640571571
Augusto,Turrini,Augusto Turrini,3438550737
Lodovico,Salandra-Barracco,Lodovico Salandra-Barracco,3643637605
Dott.,Angelina,Dott. Angelina Callegaro,3060310842
Damiano,Ruggieri,Damiano Ruggieri,3176346935
Pasqual,Palumbo,Pasqual Palumbo,3887564578
Raffaella,Borzomì,Raffaella Borzomì,3088602459
Irma,Franscini,Irma Franscini,3662745240
Hugo,Gualandi-Mondadori,Hugo Gualandi-Mondadori,3241210215
Mirko,Badoglio-Fiorucci,Mirko Badoglio-Fiorucci,3261913628
Marissa,Guglielmi,Marissa Guglielmi,3790650118
Sig.ra,Tina,Sig.ra Tina Paltrinieri,3170579908
Melissa,Gualandi,Melissa Gualandi,3308531560
Rocco,Palumbo,Rocco Palumbo,3283211870
Laureano,Travaglio,Laureano Travaglio,3223412894
Michelotto,Sabbatini-Smirnoff,Michelotto Sabbatini-Smirnoff,3331539245
Greca,Foscari,Greca Foscari,3910029798
Arsenio,Bottigliero-Cicilia,Arsenio Bottigliero-Cicilia,3826573375
Amalia,Coardi,Amalia Coardi,3841318125
Roman,Gualtieri-Cignaroli,Roman Gualtieri-Cignaroli,3959408689
Martino,Leopardi-Andreotti,Martino Leopardi-Andreotti,3665714575
Alessia,Depero,Alessia Depero,3129641154
Emma,Bonolis,Emma Bonolis,3860446106
Dott.,Alessia,Dott. Alessia Oliboni,3559863065
Martina,Zabarella,Martina Zabarella,3848963466
Stella,Montanariello,Stella Montanariello,3542832965
Priscilla,Bajardi,Priscilla Bajardi,3757507821
Sig.ra,Paola,Sig.ra Paola Pincherle,3066750826
Pellegrino,Faranda-Scaduto,Pellegrino Faranda-Scaduto,3258098890
Sylvia,Maderna-Michelangeli,Sylvia Maderna-Michelangeli,3913071555
Ida,Fornaciari-Buonauro,Ida Fornaciari-Buonauro,3609104298
Alessia,Ruffini,Alessia Ruffini,3763912599
Margherita,Vattimo-Desio,Margherita Vattimo-Desio,3233146767
Nico,Dibiasi,Nico Dibiasi,3549122378
Rembrandt,Turrini,Rembrandt Turrini,3253545861
Dott.,Alberico,Dott. Alberico Pezzali,3310169810
Ivan,Bajamonti,Ivan Bajamonti,3545067538
Fortunata,Druso,Fortunata Druso,3202783831
Giulio,Palazzo,Giulio Palazzo,3901086549
Patrizia,Treves,Patrizia Treves,3721060604
Emilio,Pozzecco,Emilio Pozzecco,3206106614
Raffaellino,Ceravolo,Raffaellino Ceravolo,3017075122
Dott.,Lina,Dott. Lina Leone,3316485303
Dott.,Vincenzo,Dott. Vincenzo Sanguineti,3079219552
Niccolò,Dossi,Niccolò Dossi,3583029647
Sig.ra,Serafina,Sig.ra Serafina Boitani,3118754726
Antonia,Gatto,Antonia Gatto,3593988999
Loretta,Perozzo,Loretta Perozzo,3473571389
Orazio,Capecchi,Orazio Capecchi,3177851224
Rosalia,Zabarella,Rosalia Zabarella,3826827617
Dott.,Ida,Dott. Ida Sabatini,3772749656
Eleanora,Castelli-Fracci,Eleanora Castelli-Fracci,3265262512
Agnolo,Bosio,Agnolo Bosio,3698521503
Dott.,Tullio,Dott. Tullio Folliero,3816567987
Teresa,Campise,Teresa Campise,3795940241
Angelina,Casadei,Angelina Casadei,3121391240
Victoria,Ovadia,Victoria Ovadia,3267319115
Dott.,Gabriele,Dott. Gabriele Guidone,3880353584
Ernesto,Ginesio,Ernesto Ginesio,3578298884
Graziano,Fioravanti,Graziano Fioravanti,3750765878
Giovanna,Jovinelli,Giovanna Jovinelli,3382396122
Lodovico,Togliatti,Lodovico Togliatti,3347896915
Beatrice,Orengo-Gabbana,Beatrice Orengo-Gabbana,3169955779
Sig.,Vincentio,Sig. Vincentio Conte,3638281686
Dott.,Camilla,Dott. Camilla Mascagni,3487972666
Maria,Guarato,Maria Guarato,3702983168
Luciana,Querini,Luciana Querini,3562875112
Dott.,Romeo,Dott. Romeo Fo,3745960708
Dott.,Bianca,Dott. Bianca Spinelli,3572896327
Patrizia,Leblanc-Antonioni,Patrizia Leblanc-Antonioni,3073967597
Ruggiero,Bragaglia,Ruggiero Bragaglia,3643615690
Fabrizia,Piazzi,Fabrizia Piazzi,3232436630
Stefano,Vittadello,Stefano Vittadello,3762690279
Dott.,Patrizia,Dott. Patrizia Pedroni,3536156667
Annetta,Ceri,Annetta Ceri,3116451556
Damiano,Fantoni,Damiano Fantoni,3286466102
Guido,Ariosto,Guido Ariosto,3215819425
Sig.,Giacinto,Sig. Giacinto Valentino,3303719777
Olga,Comencini-Natta,Olga Comencini-Natta,3066429600
Dott.,Ignazio,Dott. Ignazio Filippini,3878573707
Pomponio,Bulzoni-Lucchesi,Pomponio Bulzoni-Lucchesi,3163708045
Bettina,Treccani-Vendetti,Bettina Treccani-Vendetti,3385264040
Ludovica,Troisi,Ludovica Troisi,3903886201
Rossana,Bembo,Rossana Bembo,3510634049
Ramona,Crisafulli,Ramona Crisafulli,3550329232
Lidia,Campise-Castioni,Lidia Campise-Castioni,3556061704
Griselda,Faranda,Griselda Faranda,3651535646
Melania,Tasso,Melania Tasso,3079530021
Dott.,Leonardo,Dott. Leonardo Montecchi,3252790120
Girolamo,Tonisto,Girolamo Tonisto,3632763218
Benedetto,Olivetti,Benedetto Olivetti,3882438892
Priscilla,Odescalchi,Priscilla Odescalchi,3046618211
Monica,Correr,Monica Correr,3896594746
Augusto,Caironi,Augusto Caironi,3237674968
Eva,Iacobucci,Eva Iacobucci,3371002443
Erika,Gulotta,Erika Gulotta,3355429456
Gilberto,Cendron,Gilberto Cendron,3616712503
Rolando,Barzini,Rolando Barzini,3809965750
Paoletta,Micca-Mazzini,Paoletta Micca-Mazzini,3290844621
Costanzo,Trincavelli,Costanzo Trincavelli,3141688992
Maria,Pizzamano,Maria Pizzamano,3235992794
Amedeo,Zarlino-Brancaccio,Amedeo Zarlino-Brancaccio,3870998298
Dott.,Piergiuseppe,Dott. Piergiuseppe Legnante,3957665117
Ottone,Carpaccio,Ottone Carpaccio,3852834619
Federico,Caffarelli-Venier,Federico Caffarelli-Venier,3429052801
Tatiana,Barsanti,Tatiana Barsanti,3399334455
Rosalia,Marino,Rosalia Marino,3569443529
Luigi,Morellato,Luigi Morellato,3731386559
Adele,Falloppio,Adele Falloppio,3981657344
Dott.,Letizia,Dott. Letizia Garrone,3180728306
Arnaldo,Schiavo-Pacetti,Arnaldo Schiavo-Pacetti,3303884789
Sig.ra,Paulina,Sig.ra Paulina Barracco,3623115966
Beppe,Modugno-Toldo,Beppe Modugno-Toldo,3254367735
Sig.,Vittorio,Sig. Vittorio Doria,3720223108
Sig.,Pompeo,Sig. Pompeo Sauli,3875945215
Sig.ra,Marcella,Sig.ra Marcella Stoppani,3699183333
Ninetta,Mazzacurati,Ninetta Mazzacurati,3738591594
Sylvia,Trentini,Sylvia Trentini,3630982131
Griselda,Guarato,Griselda Guarato,3331882759
Sig.ra,Roberta,Sig.ra Roberta Babbo,3963515530
Sandra,Galuppi,Sandra Galuppi,3158291556
Dott.,Bruno,Dott. Bruno Sagnelli,3406595083
Lamberto,Sbarbaro-Calbo,Lamberto Sbarbaro-Calbo,3177491349
Nina,Pascarella,Nina Pascarella,3182752768
Orlando,Dalla,Orlando Dalla,3410719383
Luchino,Battelli,Luchino Battelli,3831542177
Dott.,Jacopo,Dott. Jacopo Tasca,3801736024
Dott.,Nicoletta,Dott. Nicoletta Strangio,3742145726
Chiara,Ruffini,Chiara Ruffini,3766205598
Roman,Iannuzzi-Samele,Roman Iannuzzi-Samele,3304973317
Cecilia,Bulzoni,Cecilia Bulzoni,3280372392
Evangelista,Burcardo,Evangelista Burcardo,3914429910
Veronica,Civaschi-Bandello,Veronica Civaschi-Bandello,3889498156
Sig.ra,Angelina,Sig.ra Angelina Trobbiani,3845010730
Sig.,Patrizio,Sig. Patrizio Tencalla,3270935026
Sig.ra,Gemma,Sig.ra Gemma Murri,3366845170
Hugo,Bonatti,Hugo Bonatti,3651110510
Dott.,Eugenia,Dott. Eugenia Carducci,3522132687
Osvaldo,Totino,Osvaldo Totino,3208220195
Giosuè,Boezio-Querini,Giosuè Boezio-Querini,3029451399
Sig.,Manuel,Sig. Manuel Bresciani,3997051818
Ettore,Parisi-Gemito,Ettore Parisi-Gemito,3100201926
Federica,Riccati,Federica Riccati,3864930473
Vittoria,Antonello,Vittoria Antonello,3547072063
Matteo,Gentilini,Matteo Gentilini,3252961062
Valentina,Loredan,Valentina Loredan,3834720743
Leone,Alfieri,Leone Alfieri,3739731580
Dott.,Giacinto,Dott. Giacinto Trapani,3128043317
Dott.,Giulietta,Dott. Giulietta Caetani,3658782272
Piergiorgio,Oliboni,Piergiorgio Oliboni,3013775923
Sig.ra,Valeria,Sig.ra Valeria Canali,3145948160
Natalia,Pausini,Natalia Pausini,3291267409
Annamaria,Scandone,Annamaria Scandone,3365939940
Nino,Grimani,Nino Grimani,3942520090
Pina,Treves,Pina Treves,3373239702
Filippa,Verdi,Filippa Verdi,3312124839
Giulia,Tacchini,Giulia Tacchini,3133694612
Sig.ra,Cassandra,Sig.ra Cassandra Taliani,3678340379
Bettina,Bulzoni,Bettina Bulzoni,3852673624
Angelina,Comencini,Angelina Comencini,3392213771
Ezio,Ortese,Ezio Ortese,3380928920
Delfino,Lamborghini,Delfino Lamborghini,3804978604
Romina,Gasperi-Falcone,Romina Gasperi-Falcone,3870877628
Iolanda,Antonucci,Iolanda Antonucci,3104210284
Lamberto,Iacobucci,Lamberto Iacobucci,3976970303
Vincenzo,Caccioppoli,Vincenzo Caccioppoli,3388004574
Ramona,Surian-Squarcione,Ramona Surian-Squarcione,3938615588
Venancio,Monaco,Venancio Monaco,3565001530
Fiamma,Moccia-Spadafora,Fiamma Moccia-Spadafora,3571173934
Bruno,Agnesi,Bruno Agnesi,3367768003
Dott.,Rolando,Dott. Rolando Boiardo,3959629367
Fausto,Andreozzi,Fausto Andreozzi,3407156969
Francesco,Trillini,Francesco Trillini,3308454699
Pina,Piccinni,Pina Piccinni,3620522583
Patrizio,Longhena,Patrizio Longhena,3668456327
Pina,Tassoni,Pina Tassoni,3413777646
Annalisa,Parisi,Annalisa Parisi,3734367959
Giampaolo,Tosi-Rocca,Giampaolo Tosi-Rocca,3241584825
Carolina,Conte,Carolina Conte,3225989431
Ruggero,Iannuzzi-Prodi,Ruggero Iannuzzi-Prodi,3878698797
Gaspare,Cabibbo,Gaspare Cabibbo,3120081486
Dott.,Romana,Dott. Romana Ostinelli,3660489961
Monica,Pirandello,Monica Pirandello,3565128218
Mirko,Brenna-Galvani,Mirko Brenna-Galvani,3170924487
Dott.,Lucia,Dott. Lucia Ricciardi,3352986307
Pietro,Salvo,Pietro Salvo,3127467065
Lucio,Cainero,Lucio Cainero,3776944992
Augusto,Pisani,Augusto Pisani,3993653521
Ferdinando,Taccola-Tosto,Ferdinando Taccola-Tosto,3933874233
Sig.ra,Angelina,Sig.ra Angelina Mogherini,3518620219
Silvia,Cainero,Silvia Cainero,3612642897
Virgilio,Verga,Virgilio Verga,3714538351
Eugenia,Sauli,Eugenia Sauli,3436582780
Marta,Querini,Marta Querini,3928867307
Calcedonio,Giulietti,Calcedonio Giulietti,3568756567
Dott.,Susanna,Dott. Susanna Alonzi,3289332257
Amadeo,Ceri-Jilani,Amadeo Ceri-Jilani,3827557826
Goffredo,Petrucci-Poerio,Goffredo Petrucci-Poerio,3172825605
Lolita,Ajello,Lolita Ajello,3511325003
Arsenio,Bocelli,Arsenio Bocelli,3721395445
Bettina,Rossi,Bettina Rossi,3376552382
Gioachino,Rossetti-Nicoletti,Gioachino Rossetti-Nicoletti,3514335388
Pierpaolo,Regge,Pierpaolo Regge,3802614854
Giuliana,Briccialdi,Giuliana Briccialdi,3499739176
Puccio,Lombardi,Puccio Lombardi,3663342046
Sophia,Cafarchia,Sophia Cafarchia,3402354750
Patrizio,Semitecolo,Patrizio Semitecolo,3379285136
Camilla,Sobrero,Camilla Sobrero,3005125326
Emma,Turati,Emma Turati,3911621945
Alderano,Mogherini,Alderano Mogherini,3299362427
Lilla,Foletti,Lilla Foletti,3434650074
Cristina,Maccanelli,Cristina Maccanelli,3951592432
Diana,Antonacci,Diana Antonacci,3553725082
Riccardo,Badoglio,Riccardo Badoglio,3415761431
Salvatore,Capone,Salvatore Capone,3258352640
Maria,Callegaro,Maria Callegaro,3635988688
Lando,Foscari,Lando Foscari,3399631396
Simonetta,Gonzaga,Simonetta Gonzaga,3710851755
Filippo,Marino,Filippo Marino,3572164547
Matteo,Rismondo,Matteo Rismondo,3269357443
Dott.,Susanna,Dott. Susanna Fornaciari,3984370468
Milo,Boitani,Milo Boitani,3476826459
Rembrandt,Berlusconi,Rembrandt Berlusconi,3907872554
Ludovica,Asprucci,Ludovica Asprucci,3328922333
Luca,Gucci-Mercantini,Luca Gucci-Mercantini,3754631129
Saverio,Bertoni,Saverio Bertoni,3452564658
Dott.,Patrizia,Dott. Patrizia Novaro,3350891476
Giuseppina,Mezzetta-Malacarne,Giuseppina Mezzetta-Malacarne,3824517920
Sig.ra,Beatrice,Sig.ra Beatrice Agazzi,3987979637
Gianfranco,Fantozzi,Gianfranco Fantozzi,3283155844
Guarino,Curatoli,Guarino Curatoli,3815102601
Griselda,Condoleo-Casini,Griselda Condoleo-Casini,3831380073
Marcello,Rienzo,Marcello Rienzo,3729356619
Luciana,Piccinni,Luciana Piccinni,3408108471
Zaira,Piccinni,Zaira Piccinni,3466494394
Calogero,Brambilla,Calogero Brambilla,3001509229
Eleanora,Battelli,Eleanora Battelli,3264081641
Paride,Zamorani,Paride Zamorani,3582478882
Dott.,Morena,Dott. Morena Scarpa,3927864902
Ugo,Cabibbo,Ugo Cabibbo,3968000691
Telemaco,Zacco-Palumbo,Telemaco Zacco-Palumbo,3686864492
Serafina,Dalla,Serafina Dalla,3218738751
Griselda,Vergerio,Griselda Vergerio,3720307988
Sig.,Azeglio,Sig. Azeglio Satriani,3726883867
Dante,Adinolfi,Dante Adinolfi,3808191596
Flora,Tacchini,Flora Tacchini,3382856674
Antonio,Brancaccio,Antonio Brancaccio,3424368056
Simone,Tozzo,Simone Tozzo,3183079019
Antonio,Cutuli,Antonio Cutuli,3598409790
Giacobbe,Lamborghini,Giacobbe Lamborghini,3681170705
Matilda,Cuzzocrea,Matilda Cuzzocrea,3275301708
Serena,Tasso,Serena Tasso,3142106289
Ramona,Guariento,Ramona Guariento,3888764578
Ottavio,Turrini,Ottavio Turrini,3194069746
Michele,Condoleo,Michele Condoleo,3653770219
Dott.,Gioffre,Dott. Gioffre Brancaccio,3210331889
Francesca,Cagnin,Francesca Cagnin,3089844622
Micheletto,Bocca,Micheletto Bocca,3965000413
Dott.,Benvenuto,Dott. Benvenuto Bernini,3388814754
Adelasia,Chiappetta-Scarpetta,Adelasia Chiappetta-Scarpetta,3113251460
Michela,Stoppani,Michela Stoppani,3002415281
Ivan,Fallaci,Ivan Fallaci,3130135928
Chiara,Ceci,Chiara Ceci,3779611783
Iolanda,Costanzi,Iolanda Costanzi,3086575348
Agostino,Balotelli,Agostino Balotelli,3080703553
Giovanni,Dossi,Giovanni Dossi,3467383586
Mercedes,Chiaramonte-Verri,Mercedes Chiaramonte-Verri,3054432255
Eleanora,Borroni,Eleanora Borroni,3852818295
Fernanda,Casalodi-Greco,Fernanda Casalodi-Greco,3357029840
Bernardo,Pacetti,Bernardo Pacetti,3190906256
Rembrandt,Bignardi,Rembrandt Bignardi,3253589940
Annetta,Cardano,Annetta Cardano,3990643900
Dott.,Rosario,Dott. Rosario Tarantini,3367685887
Leonardo,Armani,Leonardo Armani,3896910823
Panfilo,Zanazzo,Panfilo Zanazzo,3532021354
Dante,Cerquiglini,Dante Cerquiglini,3785883615
Sophia,Pigafetta,Sophia Pigafetta,3023448006
Nicola,Scialpi,Nicola Scialpi,3213115605
Antonella,Tarantini-Ossola,Antonella Tarantini-Ossola,3998209085
Dott.,Giulio,Dott. Giulio Roncalli,3859634422
Antonietta,Piazzi,Antonietta Piazzi,3868427833
Giampiero,Ruggieri,Giampiero Ruggieri,3384200089
Ansaldo,Mastandrea-Bertoli,Ansaldo Mastandrea-Bertoli,3950146840
Orlando,Foscari,Orlando Foscari,3790829012
Silvia,Fo-Schiaparelli,Silvia Fo-Schiaparelli,3569177433
Giovanna,Botta-Paolucci,Giovanna Botta-Paolucci,3564440153
Sig.ra,Luciana,Sig.ra Luciana Odescalchi,3832995595
Ruggero,Sordi,Ruggero Sordi,3538863873
Fedele,Boaga,Fedele Boaga,3070520574
Ilaria,Offredi,Ilaria Offredi,3659701814
Patrizio,Varano,Patrizio Varano,3083235668
Lucia,Renzi-Nosiglia,Lucia Renzi-Nosiglia,3630744403
Tina,Tamburello,Tina Tamburello,3408115806
Ivo,Tebaldi-Orlando,Ivo Tebaldi-Orlando,3550516008
Alina,Zoppetto-Pennetta,Alina Zoppetto-Pennetta,3948695100
Amanda,Binaghi,Amanda Binaghi,3055211808
Lucrezia,Collina,Lucrezia Collina,3873840731
Michela,Paruta,Michela Paruta,3351843519
Beppe,Romano-Gigli,Beppe Romano-Gigli,3227652803
Alessandro,Moresi,Alessandro Moresi,3856882586
Dott.,Ottavio,Dott. Ottavio Gagliano,3918812791
Fabio,Omma,Fabio Omma,3309053474
Sig.,Nicolò,Sig. Nicolò Brenna,3163973134
Zaira,Bellucci-Anichini,Zaira Bellucci-Anichini,3902543996
Sig.,Napoleone,Sig. Napoleone Paltrinieri,3979203926
Rossana,Tarantino,Rossana Tarantino,3515138485
Gianni,Nugnes,Gianni Nugnes,3382133724
Ignazio,Brugnaro-Gianetti,Ignazio Brugnaro-Gianetti,3360040841
Elisa,Cesarotti-Ferragamo,Elisa Cesarotti-Ferragamo,3345650412
Valeria,Tencalla,Valeria Tencalla,3272187328
Anita,Ostinelli,Anita Ostinelli,3643382802
Maria,Puglisi,Maria Puglisi,3261128926
Fabia,Antonelli-Saffi,Fabia Antonelli-Saffi,3564198089
Gianmarco,Speri,Gianmarco Speri,3814045699
Loretta,Storladi,Loretta Storladi,3019302226
Susanna,Catenazzi,Susanna Catenazzi,3342189600
Romana,Botticelli,Romana Botticelli,3637609349
Dott.,Agostino,Dott. Agostino Ferrazzi,3718909055
Nino,Luria-Pellegrini,Nino Luria-Pellegrini,3414669089
Rembrandt,Farnese-Ravaglioli,Rembrandt Farnese-Ravaglioli,3565083183
Piergiorgio,Fornaciari-Barracco,Piergiorgio Fornaciari-Barracco,3304728211
Nina,Salvemini,Nina Salvemini,3947712728
Ricciotti,Stucchi,Ricciotti Stucchi,3516107650
Coriolano,Toscanini,Coriolano Toscanini,3339459948
Mercedes,Pratesi,Mercedes Pratesi,3315539995
Berenice,Maderno,Berenice Maderno,3977924189
Sandra,Tiepolo,Sandra Tiepolo,3296419150
Dott.,Tiziano,Dott. Tiziano Mimun,3082828436
Sig.ra,Giorgia,Sig.ra Giorgia Armellini,3449352254
Telemaco,Majorana,Telemaco Majorana,3097834756
Rosa,Parisi,Rosa Parisi,3167985603
Lilla,Padovano,Lilla Padovano,3059022884
Vanessa,Gullotta-Fornaciari,Vanessa Gullotta-Fornaciari,3153040217
Serena,Castelli-Gadda,Serena Castelli-Gadda,3012917381
Pier,Foscari,Pier Foscari,3654922401
Liliana,Brunello,Liliana Brunello,3856587038
Melissa,Scarponi,Melissa Scarponi,3410513846
Sig.,Enrico,Sig. Enrico Marzorati,3365094410
Veronica,Giammusso,Veronica Giammusso,3263488499
Dott.,Graziella,Dott. Graziella Casini,3123302108
Tina,Lamborghini,Tina Lamborghini,3608071362
Romana,Bembo-Gualandi,Romana Bembo-Gualandi,3160242179
Alessia,Bianchi,Alessia Bianchi,3763317740
Oreste,Fagotto,Oreste Fagotto,3029149493
Antonia,Majorana,Antonia Majorana,3991686619
Nedda,Gradenigo-Ferretti,Nedda Gradenigo-Ferretti,3336991621
Baldassare,Gentilini-Maglio,Baldassare Gentilini-Maglio,3644272268
Camilla,Fibonacci,Camilla Fibonacci,3506148228
Francesco,Marinetti-Interminelli,Francesco Marinetti-Interminelli,3440598942
Sig.ra,Giada,Sig.ra Giada Navone,3474242977
Matilda,Brancaccio,Matilda Brancaccio,3908727190
Dott.,Adelasia,Dott. Adelasia Guarana,3104271824
Romana,Asmundo,Romana Asmundo,3686704798
Angelica,Vecellio,Angelica Vecellio,3194871172
Atenulf,Volterra,Atenulf Volterra,3857841054
Sole,Ruggeri,Sole Ruggeri,3728160519
Eliana,Trezzini-Brunello,Eliana Trezzini-Brunello,3947174877
Fiorenzo,Canali,Fiorenzo Canali,3447077543
Romana,Foscari,Romana Foscari,3228574805
Ronaldo,Marazzi,Ronaldo Marazzi,3135712818
Licia,Canevascini,Licia Canevascini,3040136606
Maria,Antelami-Gonzaga,Maria Antelami-Gonzaga,3938337743
Filippa,Fantini,Filippa Fantini,3802749978
Dott.,Francesca,Dott. Francesca Stoppani,3097016405
Luciano,Gentilini,Luciano Gentilini,3163326257
Sig.,Gaetano,Sig. Gaetano Giannini,3857215319
Giacobbe,Riccardi,Giacobbe Riccardi,3542827244
Dott.,Gino,Dott. Gino Finzi,3300479839
Sig.,Dario,Sig. Dario Vigliotti,3250627439
Serafina,Pininfarina,Serafina Pininfarina,3597557082
Gionata,Caccioppoli,Gionata Caccioppoli,3034325039
Toni,Pasolini,Toni Pasolini,3611657912
Erika,Collina,Erika Collina,3351277781
Chiara,Caccianemico,Chiara Caccianemico,3208106743
Sig.ra,Eva,Sig.ra Eva Broschi,3715118659
Tonino,Bocca,Tonino Bocca,3627503494
Giovanna,Federico-Porzio,Giovanna Federico-Porzio,3339264241
Fortunata,Pellegrini,Fortunata Pellegrini,3671355250
Benito,Scalfaro,Benito Scalfaro,3012845933
Angelina,Buonauro,Angelina Buonauro,3066305343
Vittorio,Bignami-Ferrucci,Vittorio Bignami-Ferrucci,3869495480
Gustavo,Rensi-Alfieri,Gustavo Rensi-Alfieri,3595612540
Telemaco,Cimarosa,Telemaco Cimarosa,3257449240
Elisa,Interminei,Elisa Interminei,3079516653
Morena,Paltrinieri,Morena Paltrinieri,3929305160
Romolo,Duodo,Romolo Duodo,3243044619
Benedetto,Scarpa,Benedetto Scarpa,3994721189
Jolanda,Pometta,Jolanda Pometta,3889840253
Alessio,Ossola,Alessio Ossola,3970645989
Barbara,Crisafulli,Barbara Crisafulli,3641729236
Dionigi,Volterra,Dionigi Volterra,3668078009
Adelmo,Missoni,Adelmo Missoni,3293865251
Agostino,Ferragni,Agostino Ferragni,3213169891
Elena,Zeffirelli,Elena Zeffirelli,3131683456
Sig.,Niccolò,Sig. Niccolò Montalcini,3945266221
Etta,Verdone,Etta Verdone,3567980215
Oreste,Angiolello,Oreste Angiolello,3419807636
Sig.,Vincenzo,Sig. Vincenzo Bragaglia,3814278185
Toni,Salgari,Toni Salgari,3853256957
Azeglio,Rizzo,Azeglio Rizzo,3103625074
Ruggiero,Luciani-Sorrentino,Ruggiero Luciani-Sorrentino,3687552718
Sig.ra,Graziella,Sig.ra Graziella Cavanna,3093387843
Sig.ra,Melina,Sig.ra Melina Passalacqua,3813287023
Simonetta,Balla,Simonetta Balla,3580908290
Giustino,Baresi-Eco,Giustino Baresi-Eco,3581011004
Silvia,Gonzaga,Silvia Gonzaga,3241190614
Santino,Zamengo-Zanzi,Santino Zamengo-Zanzi,3367457506
Dott.,Raffaello,Dott. Raffaello Galvani,3412307376
Diana,Maderno,Diana Maderno,3534910343
Giada,Riccati,Giada Riccati,3009366895
Pierangelo,Salandra,Pierangelo Salandra,3186584232
Milena,Verri,Milena Verri,3252021647
Melissa,Martinelli,Melissa Martinelli,3551243497
Isabella,Santorio,Isabella Santorio,3257492375
Sebastiano,Pistoletto,Sebastiano Pistoletto,3835036552
Sandro,Palazzo,Sandro Palazzo,3067641822
Liberto,Regge,Liberto Regge,3242897248
Dott.,Fernanda,Dott. Fernanda Navone,3783992161
Santino,Mocenigo-Tropea,Santino Mocenigo-Tropea,3664267954
Tiziano,Bonino-Armellini,Tiziano Bonino-Armellini,3764724451
Licia,Samele,Licia Samele,3005449860
Telemaco,Barsanti,Telemaco Barsanti,3400329831
Serena,Barsanti,Serena Barsanti,3310953839
Bartolomeo,Gradenigo,Bartolomeo Gradenigo,3336211604
Sig.,Hugo,Sig. Hugo Tafuri,3554409625
Sole,Antelami,Sole Antelami,3404468022
Roberta,Nibali,Roberta Nibali,3286476251
Bianca,Chiaramonte-Morlacchi,Bianca Chiaramonte-Morlacchi,3225857817
Eva,Carli-Zanzi,Eva Carli-Zanzi,3690015481
Graziella,Virgilio,Graziella Virgilio,3486793392
Paolo,Chinnici,Paolo Chinnici,3796754155
Angelica,Gigli,Angelica Gigli,3084855451
Elvira,Foconi,Elvira Foconi,3564033398
Lazzaro,Capuana,Lazzaro Capuana,3882879531
Leonardo,Vespa,Leonardo Vespa,3320179826
Gioffre,Prati,Gioffre Prati,3799287196
Martino,Caruso,Martino Caruso,3029468613
Giampiero,Tomaselli-Bellucci,Giampiero Tomaselli-Bellucci,3034601276
Sig.ra,Concetta,Sig.ra Concetta Errani,3553241769
Alina,Veltroni-Martinelli,Alina Veltroni-Martinelli,3403223215
Silvio,Forza,Silvio Forza,3089699104
Leonardo,Mercati,Leonardo Mercati,3963793916
Maria,Bonaventura,Maria Bonaventura,3271182009
Orazio,Ferraris,Orazio Ferraris,3349626057
Mariano,Mantegazza,Mariano Mantegazza,3761609140
Dott.,Amadeo,Dott. Amadeo Squarcione,3590627159
Virginia,Fittipaldi,Virginia Fittipaldi,3502432342
Gian,Pacelli,Gian Pacelli,3787514151
Martino,Mercati,Martino Mercati,3369792484
Gianpaolo,Bianchi,Gianpaolo Bianchi,3770118341
Rosaria,Giunti,Rosaria Giunti,3743669526
Maura,Bondumier,Maura Bondumier,3808082891
Federica,Morucci,Federica Morucci,3974481828
Amadeo,Falcone,Amadeo Falcone,3592887882
Dott.,Romina,Dott. Romina Carli,3429010148
Sig.,Raffaele,Sig. Raffaele Tamborini,3747907269
Ranieri,Bocca,Ranieri Bocca,3211401798
Lina,Cherubini-Verdi,Lina Cherubini-Verdi,3920277028
